id,pedido_id,producto_id,cantidad,precio_unitario
76,455,24,3,1692.02
77,908,792,5,3889.88
78,2852,121,1,4180.87
79,4230,75,5,3086.15
80,5784,774,2,1816.45
81,5696,43,5,3111.56
82,2265,228,4,426.54
83,742,452,1,893.78
84,5936,565,4,3161.61
85,3834,146,1,1410.4
86,4439,685,4,1016.99
87,1600,194,3,2524.18
88,4350,88,3,1893.52
89,391,703,3,2862.83
90,269,449,2,740.17
91,718,729,2,2342.54
92,5888,329,5,604.46
93,3875,265,2,3383.6
94,5313,323,2,756.12
95,799,689,5,3739.48
96,2464,66,2,1634.89
97,5447,168,2,2500.85
98,985,304,1,1288.23
99,1321,178,1,627.08
100,881,68,3,3494.69
101,949,264,1,1891.61
102,3241,683,4,2660.28
103,4103,101,5,2160.44
104,5411,336,1,2282.18
105,545,528,4,1532.44
106,656,736,4,1336.22
107,976,85,1,1898.37
108,4135,414,4,1596.54
109,5840,308,1,624.99
110,5873,310,1,3746.6
111,1358,594,5,324.66
112,697,213,5,3421.88
113,4976,186,1,1641.03
114,2169,597,1,1386.22
115,245,779,4,3475.13
116,3160,164,4,300.7
117,4128,757,3,2707.56
118,4892,498,5,3607.73
119,4572,309,4,3402.55
120,4169,565,1,2108.69
121,3538,68,4,3557.18
122,2549,207,2,1918.09
123,259,607,1,1586.66
124,5919,443,4,2759.93
125,1969,120,3,1407.13
126,4522,372,4,2160.25
127,1601,179,5,885.59
128,3309,481,1,1569.01
129,1716,161,5,1864.92
130,58,773,3,3611.71
131,4551,512,1,2124.03
132,3360,713,3,3836.35
133,3778,61,5,2522.35
134,1331,109,4,2786.84
135,1916,714,2,595.82
136,3586,273,2,428.79
137,3696,278,1,190.72
138,3263,760,2,3960.42
139,5712,356,2,4043.62
140,927,184,2,2250.38
141,2839,143,3,2084.52
142,818,589,1,3550.84
143,3265,430,4,2662.89
144,1427,421,5,1154.93
145,4967,140,3,846.76
146,1972,34,1,2103.49
147,3890,63,4,3693.09
148,3207,55,2,3041.24
149,862,650,2,2186.81
150,3246,637,5,2065.27
151,5394,241,4,1440.36
152,42,672,4,1483.17
153,937,681,5,3551.57
154,5166,680,2,2367.02
155,3975,495,4,2362.75
156,545,563,5,4138.36
157,5816,570,3,3124.87
158,3743,755,3,4183.78
159,2442,247,4,3600.49
160,3210,430,4,3279.3
161,2089,334,3,1328.15
162,3577,56,5,3581.7
163,1947,33,2,2372.56
164,3139,477,4,3234.71
165,2237,750,3,225.3
166,5579,186,2,682.83
167,941,672,1,877.29
168,3851,426,1,1798.55
169,753,567,4,3922.43
170,4808,218,1,1346.23
171,3302,14,4,881.45
172,833,400,2,246.59
173,5440,264,5,2270.77
174,2412,329,4,3120.78
175,2574,103,4,3203.69
176,4549,772,3,3678.39
177,4734,770,2,166.15
178,4246,666,2,2976.81
179,4129,255,1,1882.17
180,5584,119,3,2480.89
181,4215,750,1,3988.61
182,3504,707,3,3268.47
183,5640,800,1,3043.55
184,4869,548,5,1177.11
185,2803,326,1,367.47
186,3888,365,1,3177.6
187,3013,66,5,1386.05
188,928,607,2,649.6
189,4556,107,5,1831.1
190,5979,445,2,3364.31
191,4965,309,4,3381.84
192,5425,606,3,988.47
193,4060,132,5,2166.13
194,5218,405,2,2454.2
195,3569,505,5,1771.73
196,1817,775,3,3723.57
197,904,341,4,2027.04
198,1743,194,2,128.69
199,4700,696,3,2546.91
200,2043,796,2,3868.65
201,1514,140,5,3841.78
202,5762,704,4,1580.03
203,3161,214,2,2788.2
204,2692,112,2,1840.19
205,5444,733,5,3911.32
206,3935,464,1,3945.77
207,2662,551,5,1722.45
208,1499,365,3,309.09
209,760,51,3,2382.35
210,4159,640,3,463.8
211,915,412,5,125.11
212,4989,478,2,573.06
213,3688,208,5,584.0
214,2478,473,2,3317.95
215,3492,280,2,522.82
216,660,311,5,231.28
217,1812,440,1,3792.76
218,5479,374,5,1362.92
219,2394,299,3,3457.03
220,86,347,5,2962.71
221,4822,339,3,2482.98
222,844,209,1,1850.24
223,4539,395,5,1341.06
224,3647,427,2,375.38
225,1930,398,4,3736.0
226,794,251,4,3074.79
227,2250,511,3,2891.22
228,5454,749,5,533.44
229,4939,683,3,2321.08
230,5105,668,1,1028.37
231,2248,103,4,2012.32
232,1699,728,1,370.4
233,4919,611,3,1176.52
234,1816,505,1,17.62
235,3129,526,3,3478.67
236,5002,374,5,116.65
237,493,416,5,3269.96
238,1461,659,1,373.41
239,3027,455,4,1944.75
240,2851,390,1,2217.57
241,5082,456,1,2959.41
242,4957,342,5,2409.91
243,796,299,5,3908.25
244,2529,426,3,478.98
245,3312,341,1,2454.65
246,3597,266,4,1483.48
247,4831,326,1,64.02
248,3721,151,1,3160.53
249,248,625,4,3607.52
250,920,138,2,1593.3
251,357,394,3,3561.35
252,80,60,4,3794.63
253,1270,564,3,1625.03
254,2745,428,5,3348.98
255,3045,194,5,2731.47
256,3226,391,5,342.6
257,2682,317,3,994.3
258,2293,191,1,1353.52
259,4662,328,5,1916.66
260,2724,684,5,2441.79
261,4254,11,1,2533.48
262,2409,85,3,465.35
263,2377,444,2,767.11
264,4575,353,4,797.21
265,866,429,1,2560.67
266,626,262,1,3691.17
267,1164,694,4,2516.66
268,5251,479,1,2644.83
269,524,748,2,1256.29
270,1949,439,4,1364.35
271,3376,115,4,3806.55
272,4493,389,4,3913.33
273,3466,650,3,3470.86
274,4828,433,3,2622.85
275,5753,328,2,100.3
276,1733,707,1,2763.78
277,1398,466,5,120.36
278,5558,575,3,1014.41
279,4598,670,5,2668.96
280,791,630,2,3032.07
281,1345,551,3,552.05
282,4591,529,5,1743.53
283,1696,35,2,1690.3
284,5834,112,2,3265.28
285,3304,255,1,2284.92
286,5401,4,1,982.2
287,3308,33,5,3067.61
288,767,134,4,2172.13
289,344,728,4,3184.06
290,5345,233,2,1628.91
291,283,443,2,1948.24
292,248,138,2,4127.91
293,5005,387,5,4015.72
294,1525,495,3,2883.09
295,1422,92,4,1586.93
296,3906,542,2,3975.4
297,4319,205,5,1636.11
298,3195,103,2,760.24
299,161,791,4,3909.26
300,576,709,1,1279.49
301,5870,469,4,2165.03
302,5044,113,5,636.88
303,5153,754,4,3734.88
304,2259,633,3,365.73
305,1152,68,2,3456.13
306,1472,776,1,2450.72
307,2289,87,5,480.25
308,113,86,4,3269.99
309,4476,145,5,2909.89
310,4472,84,1,482.91
311,506,23,5,4031.5
312,2628,47,2,942.23
313,5326,290,1,1262.4
314,4234,254,2,4150.64
315,5087,442,2,3636.94
316,4403,118,3,3570.41
317,1156,196,5,1272.16
318,5730,219,3,15.3
319,5857,188,4,3972.48
320,2617,131,4,2778.79
321,3904,547,2,2611.37
322,5926,784,3,2637.39
323,4517,236,5,2601.42
324,5069,443,5,2545.85
325,1725,524,4,3688.56
326,2731,250,2,3592.27
327,3204,59,1,1516.25
328,1798,570,5,2797.23
329,1879,7,3,2774.07
330,2839,315,5,2125.53
331,5759,257,1,2559.02
332,5826,162,3,3887.54
333,1523,194,3,3793.13
334,541,742,1,1132.36
335,5828,758,5,1070.33
336,3923,411,2,3185.12
337,5661,644,3,2551.96
338,5522,199,4,3278.1
339,221,97,3,3516.36
340,1194,374,2,2419.05
341,4496,418,3,2748.08
342,1222,611,3,3061.16
343,2541,568,3,3356.65
344,2160,505,4,1709.38
345,2976,378,3,848.94
346,1973,98,3,465.91
347,4855,71,1,2317.99
348,1992,4,2,1143.53
349,4215,331,2,3112.58
350,1538,736,2,1922.49
351,4146,150,2,3029.26
352,1471,101,3,164.21
353,3840,563,1,326.41
354,4111,532,5,2949.18
355,5499,472,2,3831.87
356,5680,175,3,3631.38
357,3301,657,4,3820.14
358,635,763,4,864.87
359,5909,593,5,3996.51
360,2309,782,4,4006.52
361,5293,185,4,1393.16
362,1401,591,5,1324.26
363,3052,411,1,3043.37
364,4197,629,4,1533.41
365,2451,321,2,865.72
366,4781,669,4,3604.11
367,860,152,2,1293.56
368,2038,64,2,2187.56
369,1286,178,1,2242.83
370,3294,157,3,641.9
371,3647,756,2,95.05
372,2175,504,1,3305.63
373,2062,379,2,4026.21
374,2897,357,4,1701.82
375,2394,706,5,2597.93
376,4465,728,2,3804.71
377,3815,322,4,2015.83
378,5597,719,1,766.41
379,5507,680,5,3679.15
380,666,567,1,4063.77
381,4145,303,2,2639.47
382,5123,711,1,2544.92
383,4777,466,2,1554.56
384,4980,21,4,3749.59
385,2399,113,3,2978.31
386,2513,690,2,1842.18
387,2618,628,3,3243.8
388,4058,679,3,798.44
389,2578,155,1,3805.36
390,5749,94,4,933.14
391,5762,514,1,21.7
392,201,1,4,1836.39
393,3379,245,3,1227.5
394,4871,376,4,1465.37
395,5037,616,1,1258.86
396,1382,75,5,2881.12
397,5205,178,3,4109.91
398,4335,293,1,4057.37
399,178,119,1,135.74
400,1181,197,3,3552.04
401,1074,681,2,2344.78
402,574,475,4,3148.41
403,2854,265,1,3449.21
404,3021,336,3,1853.29
405,5500,119,3,1016.91
406,3505,68,5,2188.92
407,3945,337,4,2290.78
408,3515,309,1,3785.48
409,594,672,1,2648.45
410,2348,671,5,12.57
411,5410,602,1,77.27
412,2589,12,1,3920.93
413,1019,595,1,1827.29
414,4154,583,5,2272.24
415,3985,654,5,73.91
416,3931,570,3,1047.59
417,1411,634,3,3109.23
418,2534,94,3,3181.08
419,3270,569,4,3123.2
420,1366,235,5,642.9
421,120,661,1,3878.61
422,741,417,4,947.69
423,3131,607,3,3137.31
424,3431,286,4,1092.12
425,2467,18,4,1058.43
426,5503,697,3,2998.44
427,2019,333,5,1537.75
428,4584,602,5,173.96
429,5405,214,5,3244.61
430,4898,30,3,4044.94
431,1473,551,3,876.94
432,3922,540,1,412.11
433,778,398,1,156.14
434,5847,562,3,2688.56
435,4286,791,2,92.03
436,1227,167,5,1422.29
437,1938,614,1,2988.32
438,594,572,1,2817.09
439,4207,146,1,3958.8
440,2899,593,3,3980.95
441,531,245,5,2673.71
442,3898,388,3,2971.17
443,351,154,1,4019.03
444,5910,100,1,2504.2
445,5347,707,4,3935.07
446,185,228,1,4174.57
447,1950,58,1,3218.49
448,2372,698,4,3394.56
449,5325,602,3,2446.15
450,1257,751,5,210.55
451,2191,693,3,1646.27
452,5429,95,2,3669.92
453,817,243,1,4132.81
454,1788,102,2,1787.55
455,4215,690,3,3389.4
456,3647,122,3,3409.66
457,2285,681,3,3090.54
458,4298,718,2,2882.06
459,5579,714,2,4049.3
460,1633,721,2,2358.02
461,3970,411,3,809.58
462,1636,379,1,138.48
463,4548,531,1,4080.46
464,3284,607,1,1975.37
465,5114,624,5,3652.65
466,5409,187,1,1512.4
467,4473,236,1,1594.64
468,1209,356,3,758.22
469,4287,545,1,3327.44
470,3002,440,3,1695.02
471,1316,166,3,1886.78
472,5127,680,4,1716.82
473,5179,196,5,1708.95
474,4398,422,1,670.46
475,4466,525,5,1743.59
476,3862,228,5,2798.53
477,2275,402,1,572.08
478,2463,754,3,3511.13
479,1508,527,4,3878.63
480,340,86,1,1899.4
481,153,264,2,2331.81
482,3188,518,1,1041.37
483,174,340,2,2291.89
484,4732,228,5,4009.37
485,5901,618,3,3869.58
486,1460,211,3,734.19
487,5029,346,3,3434.63
488,2864,709,1,3751.22
489,1181,456,4,3956.81
490,2328,675,1,2122.34
491,5009,212,2,1519.02
492,4916,159,3,992.15
493,627,522,4,4133.26
494,4560,375,2,901.91
495,495,88,1,3787.92
496,5803,620,4,395.95
497,3671,129,3,3760.59
498,1272,567,4,3427.51
499,808,520,5,2619.25
500,4831,229,1,3611.74
501,4053,468,4,554.02
502,4833,151,5,2073.8
503,2452,48,4,2873.05
504,4699,64,1,208.09
505,4305,484,4,253.2
506,5984,554,4,1874.48
507,3334,372,4,349.47
508,1413,203,2,1463.52
509,463,327,4,512.73
510,2727,187,4,1860.47
511,2069,287,1,4082.38
512,5048,475,4,3025.2
513,290,668,2,2037.68
514,773,593,5,1102.24
515,2178,129,3,4007.12
516,2699,468,1,472.47
517,2820,430,2,2284.6
518,3367,533,5,118.48
519,4818,589,5,1635.86
520,2115,297,2,1637.57
521,2874,4,2,3491.97
522,943,102,5,1799.79
523,344,266,5,2959.31
524,1437,624,1,3896.56
525,1813,217,5,2937.86
526,3779,135,5,1000.74
527,3614,755,4,3340.71
528,340,116,1,1876.75
529,2688,53,3,1444.6
530,2354,77,3,235.69
531,5176,336,4,2739.28
532,3065,248,2,2762.65
533,3835,7,3,3120.23
534,1822,431,1,1910.22
535,5623,280,4,127.12
536,3940,363,3,945.96
537,3479,306,4,251.7
538,478,185,1,575.99
539,3779,726,4,1236.52
540,700,728,2,3137.39
541,5128,338,1,196.41
542,357,737,2,2336.52
543,5774,752,3,2325.81
544,3823,89,4,1524.46
545,2345,612,2,1501.58
546,5508,574,1,1368.64
547,2374,472,2,3039.81
548,860,295,3,1913.35
549,947,683,5,1488.72
550,2318,664,3,2424.84
551,3927,164,5,3154.62
552,1094,722,4,3316.83
553,2717,686,3,1469.21
554,5921,672,1,162.6
555,2327,635,1,2620.86
556,2617,485,1,1289.42
557,3358,442,3,4064.66
558,2165,664,2,2749.24
559,918,666,4,2098.13
560,2818,286,2,1658.44
561,1710,645,1,257.26
562,5221,362,2,2145.7
563,2536,303,1,2336.22
564,3509,599,5,2714.41
565,4435,230,4,911.0
566,2014,245,4,927.55
567,3690,599,1,3483.17
568,2930,88,3,522.43
569,4668,188,1,810.46
570,4089,323,2,1345.9
571,475,497,1,1519.62
572,548,403,5,1413.22
573,3176,636,5,3762.2
574,3900,40,2,2051.56
575,5508,562,5,1002.06
576,3995,651,5,3733.35
577,4911,223,4,2705.69
578,2416,175,2,1879.13
579,3601,115,5,2669.14
580,3418,357,3,1779.91
581,2847,593,1,504.38
582,498,1,4,3966.06
583,5746,727,2,2183.5
584,3135,197,3,490.2
585,1367,454,5,2847.21
586,481,364,5,3316.83
587,3475,465,1,4071.42
588,2671,507,3,3389.79
589,2595,449,1,1870.55
590,5991,683,4,1381.85
591,4781,590,3,4070.55
592,5185,734,4,1952.59
593,4358,463,3,1280.6
594,1863,119,2,400.3
595,3770,3,5,3833.08
596,1584,654,2,2150.82
597,4907,44,1,4047.83
598,2421,395,5,1016.49
599,1742,758,4,1312.73
600,3543,676,3,2858.92
601,5836,18,2,2423.92
602,3766,729,3,225.41
603,4889,545,1,2427.71
604,4259,483,3,2571.93
605,1685,472,2,1324.56
606,557,557,3,3990.35
607,5395,149,3,288.46
608,935,495,4,3387.32
609,3360,673,2,283.58
610,668,606,5,2795.5
611,1257,81,3,2536.61
612,5298,233,5,2924.32
613,2866,381,4,4182.05
614,3191,412,3,977.97
615,4608,489,2,573.37
616,5700,485,3,423.0
617,2702,575,4,1384.63
618,2044,182,5,78.02
619,2371,194,3,1261.72
620,5765,75,3,1222.82
621,4373,693,4,3479.7
622,3451,797,5,3989.62
623,5421,508,2,1055.01
624,692,216,3,396.65
625,2993,649,5,3370.02
626,685,469,5,1776.24
627,3501,789,5,2836.61
628,5237,4,5,3760.6
629,4900,581,4,1404.73
630,2945,705,1,3478.04
631,2787,663,5,1302.35
632,329,279,2,2032.01
633,2012,458,1,670.27
634,4626,142,5,3608.0
635,4460,412,2,4112.17
636,5552,471,4,773.85
637,5101,465,3,3522.05
638,169,699,1,4035.84
639,5149,308,3,2809.54
640,3545,522,3,185.02
641,4924,351,2,3797.5
642,3910,710,5,989.49
643,3546,782,2,69.89
644,2371,70,2,3243.16
645,2752,41,1,1700.38
646,2110,187,4,2147.01
647,1815,413,3,1571.42
648,3971,417,3,325.23
649,2257,119,5,2804.64
650,5478,684,2,525.37
651,4881,580,3,88.4
652,1815,687,1,3545.92
653,3528,707,4,88.39
654,4967,790,1,3076.69
655,2668,84,2,3310.91
656,3753,360,5,3355.27
657,4926,511,1,3905.37
658,908,450,3,3097.57
659,5384,103,3,2293.87
660,5533,797,5,3734.73
661,2591,725,2,3127.68
662,5527,250,1,2973.95
663,5972,464,3,1489.89
664,4532,202,5,3838.76
665,3422,15,2,2061.54
666,335,20,2,2386.32
667,2172,167,5,2372.73
668,909,635,4,2152.79
669,1937,36,2,3393.47
670,3105,203,3,3128.28
671,271,212,5,1106.79
672,5224,341,1,2679.47
673,5278,683,5,2691.78
674,3005,655,4,1788.64
675,5361,483,2,1382.09
676,1645,280,5,3132.21
677,1614,354,2,798.66
678,2967,144,1,326.89
679,2077,163,3,1893.43
680,3761,748,4,23.17
681,1920,29,1,135.63
682,4541,774,3,3389.74
683,4147,494,5,783.19
684,2583,557,4,97.21
685,1743,237,1,1270.34
686,2970,689,4,2444.95
687,4962,510,1,1474.93
688,711,288,1,3659.76
689,333,62,4,1247.12
690,2078,657,2,3679.48
691,76,107,5,889.32
692,92,388,3,1252.38
693,1525,616,3,922.08
694,2618,411,5,462.01
695,77,762,4,1385.95
696,1491,762,3,871.92
697,30,355,5,940.3
698,5342,121,4,2513.45
699,3921,690,2,641.68
700,1492,320,1,3706.45
701,2788,199,3,3661.78
702,1779,526,3,2327.33
703,4798,284,1,3212.79
704,5479,450,5,3579.63
705,2258,224,4,2418.95
706,5993,614,5,892.7
707,1532,714,1,362.46
708,2198,635,3,3019.88
709,4117,669,4,3210.79
710,917,192,1,2299.19
711,4550,133,3,1606.94
712,534,93,1,4165.11
713,2360,479,2,403.73
714,94,577,1,782.17
715,3942,598,1,3550.59
716,3749,201,5,887.82
717,1444,12,4,2558.89
718,326,287,2,2835.73
719,2470,242,1,1888.95
720,5752,543,4,3135.89
721,5213,788,1,1458.92
722,140,524,1,2266.64
723,2022,379,2,1605.32
724,2059,550,5,238.0
725,885,488,1,3818.12
726,991,413,2,2089.78
727,1080,458,4,2680.69
728,1652,195,1,2221.98
729,1646,404,2,2605.55
730,3354,16,1,578.48
731,4872,69,4,111.93
732,460,459,5,3889.59
733,4960,573,2,2094.66
734,4072,464,3,2215.64
735,5142,247,2,3605.36
736,3980,350,4,2624.1
737,3740,53,3,968.74
738,2069,452,2,2556.74
739,82,203,5,1037.48
740,1254,63,5,742.38
741,3995,427,4,565.23
742,3653,184,3,4162.39
743,5891,439,2,283.27
744,4741,416,1,3256.71
745,4195,738,3,2720.85
746,3876,524,2,1122.87
747,2064,674,1,1634.82
748,4045,55,2,2852.15
749,3563,30,1,2227.03
750,2397,164,4,1642.27
751,4052,123,3,3460.35
752,3215,1,4,2877.49
753,1588,435,2,2690.19
754,2300,589,4,3809.16
755,927,551,2,931.79
756,1217,583,1,1605.47
757,2471,513,4,878.63
758,1933,234,2,3724.46
759,192,799,3,1656.97
760,253,380,2,2845.51
761,474,583,3,3410.92
762,5288,200,4,2906.15
763,297,145,4,2840.24
764,2943,57,5,1223.75
765,591,334,5,1049.0
766,841,343,1,2887.16
767,1405,352,1,1906.93
768,1920,152,4,96.14
769,420,313,3,576.95
770,3512,366,2,3462.4
771,4234,394,1,1585.86
772,2133,225,2,231.29
773,3144,81,1,2812.2
774,1305,272,2,828.91
775,2889,150,5,1654.02
776,5001,634,3,45.43
777,353,483,3,3614.18
778,2866,741,1,3314.3
779,5141,613,4,1272.63
780,4457,67,2,2848.52
781,4409,486,2,717.92
782,5799,639,2,3364.41
783,1635,23,5,3489.0
784,4037,3,5,1803.39
785,1570,63,3,1230.58
786,6,41,5,867.75
787,741,644,3,2459.87
788,5996,546,2,1407.32
789,3010,209,5,643.56
790,1577,35,4,2888.63
791,928,76,1,1115.19
792,1307,491,2,4188.15
793,3064,35,3,3397.05
794,2978,682,5,903.18
795,5344,70,1,1632.1
796,4581,737,1,131.16
797,5883,467,3,4034.12
798,1559,315,4,2409.7
799,949,95,4,2536.32
800,2403,118,3,574.57
801,3418,516,4,409.26
802,3164,330,2,67.65
803,3257,263,5,2134.42
804,5714,727,5,1474.83
805,1589,447,2,1268.64
806,1009,152,4,1007.42
807,3706,418,5,204.48
808,1939,65,3,1891.33
809,3600,312,4,1490.15
810,5331,431,1,1472.65
811,4021,127,5,823.62
812,2745,733,5,1763.28
813,2455,703,3,139.58
814,3864,350,3,3612.89
815,1686,783,5,232.37
816,4196,449,1,2871.39
817,5114,328,1,2544.63
818,2912,536,1,2394.66
819,5266,645,4,3198.09
820,4566,230,1,2168.8
821,4632,354,5,2271.06
822,871,469,1,3106.69
823,4743,575,1,3493.18
824,4554,737,3,474.47
825,1163,751,3,1457.16
826,419,503,2,396.88
827,4447,407,2,1098.59
828,649,127,1,2648.08
829,135,268,3,1430.64
830,1674,591,4,2894.34
831,3077,422,5,1125.17
832,2984,566,5,2485.64
833,4856,235,2,2138.99
834,2504,66,4,2089.96
835,5542,563,1,1943.53
836,3654,441,4,2351.45
837,1094,97,5,422.32
838,2144,678,2,1130.23
839,3333,473,4,2924.73
840,2522,679,5,1100.52
841,2822,617,4,976.23
842,4821,109,4,281.16
843,615,690,5,2042.7
844,270,477,4,1179.68
845,1729,399,1,3275.59
846,2967,559,3,654.5
847,3959,427,4,1642.65
848,2659,371,3,3277.58
849,1457,799,3,3848.08
850,2655,768,3,137.8
851,4826,571,2,641.83
852,2268,673,1,1502.65
853,2514,27,3,89.94
854,1250,758,1,54.97
855,5063,505,4,3882.02
856,2719,590,1,3957.09
857,5255,538,5,1882.28
858,3862,430,2,2991.57
859,2468,519,5,753.65
860,3162,639,1,930.81
861,3446,172,4,21.19
862,1405,147,4,4058.78
863,4524,172,5,1911.29
864,3963,119,5,1744.95
865,199,120,2,3942.9
866,4792,674,2,3791.12
867,72,88,2,4103.82
868,198,550,4,1704.37
869,5293,284,2,1103.17
870,5568,249,4,735.12
871,2969,515,5,3549.86
872,3745,600,4,1587.62
873,5049,691,3,608.19
874,2429,495,1,1682.04
875,2296,384,5,3150.05
876,4380,652,3,2742.06
877,2926,126,5,208.3
878,3897,552,1,3042.08
879,5638,81,4,1207.45
880,185,86,2,3769.97
881,3396,31,4,1735.39
882,878,557,4,2201.59
883,3893,98,4,1484.67
884,4854,691,2,3553.75
885,1581,170,4,4143.2
886,5736,213,4,3979.68
887,1161,500,1,836.87
888,1103,371,1,402.82
889,678,328,4,1654.71
890,4497,129,3,1841.03
891,2393,786,1,514.05
892,3405,229,4,1805.75
893,1957,701,1,3343.56
894,228,307,2,1517.58
895,371,555,3,3336.15
896,2967,432,2,588.23
897,1620,469,5,705.1
898,3553,344,4,1504.62
899,561,328,1,1604.36
900,2182,637,4,868.14
901,3314,299,2,3386.88
902,2135,347,2,185.65
903,1936,22,5,3412.95
904,3913,236,5,1771.47
905,5395,578,5,3057.07
906,795,743,4,1473.09
907,3276,412,1,3777.79
908,5546,279,2,2471.64
909,441,212,1,244.91
910,4717,402,5,85.22
911,4352,149,2,4047.97
912,1318,159,4,3698.84
913,1069,403,5,2090.22
914,1166,606,1,3788.28
915,333,193,4,3052.1
916,3476,703,4,430.83
917,3081,757,2,3807.9
918,2114,217,2,1967.07
919,974,187,3,752.7
920,551,671,4,994.95
921,4320,711,3,312.82
922,283,757,2,3244.3
923,5836,34,2,1887.06
924,2495,645,4,3251.41
925,2957,452,1,4177.26
926,918,126,3,678.99
927,5069,116,1,2049.91
928,940,620,5,3252.96
929,5850,32,2,3111.11
930,2780,44,4,641.46
931,3165,261,2,3604.94
932,4464,504,3,2178.84
933,3454,713,4,2103.69
934,4262,110,3,1227.77
935,5589,334,5,2985.64
936,51,788,5,1604.86
937,229,717,1,1879.25
938,3185,757,2,2093.32
939,424,517,2,1156.9
940,2822,355,1,3427.37
941,3116,49,3,3954.41
942,3891,167,4,1733.69
943,1990,363,3,4072.23
944,1618,414,5,1014.51
945,231,130,1,3780.96
946,1225,576,3,965.07
947,2820,299,5,3324.64
948,5556,478,1,1255.19
949,1189,674,2,2532.42
950,4325,211,4,2786.63
951,38,301,4,2731.73
952,3959,575,5,652.93
953,4459,43,2,1047.28
954,112,552,1,3320.23
955,2034,80,5,3342.52
956,1288,356,4,3192.2
957,3884,422,5,1854.62
958,5001,246,5,2110.64
959,2370,752,4,3522.89
960,4223,137,1,3714.24
961,522,653,2,2471.85
962,2401,443,1,4016.85
963,1721,635,1,807.56
964,3056,452,5,3230.93
965,4465,461,4,1146.3
966,5296,527,4,1373.17
967,2101,76,4,1817.48
968,3672,188,5,584.47
969,3085,184,4,1163.57
970,1566,672,5,3147.77
971,4313,620,3,165.7
972,3659,395,1,2463.07
973,3395,735,2,153.62
974,4448,135,2,2931.9
975,5506,377,5,1642.01
976,3191,465,4,1180.79
977,778,77,2,2073.62
978,480,379,1,2512.8
979,5481,248,5,312.53
980,4750,683,3,1881.26
981,3096,463,3,1777.47
982,2296,785,4,2466.79
983,1245,335,2,865.19
984,1775,464,3,2699.01
985,4797,501,3,3931.08
986,5230,188,2,2864.5
987,5342,415,5,1870.51
988,4205,287,1,1595.42
989,585,436,4,3662.31
990,894,785,4,2098.8
991,1153,75,4,972.71
992,5196,14,1,2827.94
993,2219,561,1,1064.52
994,2607,544,1,116.77
995,248,453,1,3089.82
996,5728,597,4,1268.25
997,2659,22,2,3864.26
998,5200,217,5,1585.97
999,678,69,2,2982.16
1000,2598,539,5,3583.86
1001,699,706,2,2740.14
1002,4349,419,3,3736.17
1003,3683,728,2,3455.91
1004,4797,334,5,887.79
1005,65,459,1,87.37
1006,3243,477,4,2566.95
1007,4540,167,4,3446.42
1008,2598,584,5,2976.24
1009,294,777,1,1370.66
1010,1633,134,4,2301.97
1011,4785,658,2,1343.6
1012,1527,106,2,3660.58
1013,3786,771,4,1830.27
1014,331,517,2,2808.39
1015,1440,353,1,1115.5
1016,4033,500,4,39.75
1017,3832,169,2,3808.41
1018,1167,764,3,3451.77
1019,193,256,2,894.93
1020,1375,165,2,1545.72
1021,2646,295,3,3044.7
1022,4464,122,2,3635.23
1023,656,254,3,2169.28
1024,4763,490,4,75.14
